refid,Reference,Author,Title,Abstract,Reason,Labels,Response Sets,Attachments
17708,"Lee, S. W., Kim, K. S., Park, S. W., Kim, J., Choi, J. H., Lee, S., Joung, K. W., Choi, I. C..  Application of the New Preoperative Frailty Risk Score in Elderly Patients Undergoing Emergency Surgery. Gerontology.  2022. 68:1276-1284","Lee, S. W., Kim, K. S., Park, S. W., Kim, J., Choi, J. H., Lee, S., Joung, K. W., Choi, I. C.",Application of the New Preoperative Frailty Risk Score in Elderly Patients Undergoing Emergency Surgery,"BACKGROUND: Predicting preoperative frailty risk in emergency surgery is difficult with limited information because preoperative evaluation is not commonly performed properly. A recent study attempted to predict preoperative frailty risk using only diagnostic and surgical codes that can be extracted from the electronic medical records system. OBJECTIVE: This study aimed to validate whether the prediction model of preoperative frailty risk presented in the previous study is well applied to other medical hospitals' data. METHODS: This is a retrospective cohort study including 1,557 patients (≥75 years old) who were admitted to a single institution for emergency operations between January 1, 2010, and December 31, 2019, for study analysis. The Charlson comorbidity index, Hospital Frailty Risk Score, and the recently developed Operation Frailty Risk Score (OFRS) were calculated using the patient's diagnostic and operation codes. The predictive performances of these calculated risk scores and the American Society of Anesthesiologists-Physical Status classification for postoperative 90-day mortality were compared by using the receiver operating characteristic curve analysis. FINDINGS: The predictive performance of the OFRS, Charlson comorbidity index, American Society of Anesthesiologists-Physical Status, and Hospital Frailty Risk Score for postoperative 90-day mortality was 0.81, 0.630, 0.699, and 0.549 on a c-statistics basis, respectively. CONCLUSIONS: The OFRS using diagnostic and operation codes may show the best predictive performance for 90-day mortality compared to other risk scores, and it can be the clinically applicable model to evaluate the preoperative frailty risk in elderly patients undergoing emergency surgery.",[mass quarantine] duplicate of 11266,Search update 2023-11-13,,
17709,"Leigheb, M., De Sire, A., Zeppegno, P., Forni, F., Sgreccia, M., Gagliardi, V. P., Pogliacomi, F., Sabbatini, M..  Delirium risk factors analysis post proximal femur fracture surgery in elderly. Acta Biomed.  2022. 92:e2021569","Leigheb, M., De Sire, A., Zeppegno, P., Forni, F., Sgreccia, M., Gagliardi, V. P., Pogliacomi, F., Sabbatini, M.",Delirium risk factors analysis post proximal femur fracture surgery in elderly,"BACKGROUND AND AIM: The increase in the average-age and in the percentage of elderly people implies an exponential increase in fractures of the proximal femur. A common consequence of hip fracture in elderly patients is delirium, characterized by cognitive confusion or a lethargic-type condition. Predisposing factors have been identified, but risk factors assessment useful for managing clinical intervention, has not received unanimous consent. This work aims to identify the potential risk factors for delirium in the elderly operated for hip fracture. METHODS: In this prospective observational study, we included 83 patients aged ≥65 years. Patients undergoing osteosynthesis of the femur and hip replacement for fractures were included. Patients already delusional in the pre-operative period were excluded. At the time, deadlines T0 (pre-operative), and T1,T3,T7 post-operative day, delirium, hematic parameters, blood transfusions, were assessed. RESULTS: Level of delirium was assessed obtaining 80% not delusional and 20% delusional. Glycemia and hemoglobin were not found to be risk factors, although they are known to influence cognitive status; we hypothesize they should be considered predisposing factors. Comorbidities such as atrial fibrillation and Chronic Obstructive Pulmonary Disease were found associated with delirium. The most advanced age, anxiolytic drugs, the use of benzodiazepine as anaesthetic, the time surgical waiting, were found significantly associated with delirium. CONCLUSIONS: Taken together, findings of this prospective observational study showed that environmental and metabolic risk factors might contribute to make elderly susceptible to develop postoperative delirium following hip surgery. Thus, these patients should be adequately assessed and monitored. (www.actabiomedica.it).",[mass quarantine] duplicate of 7522,Search update 2023-11-13,,
17710,"Lele, A. V., Furman, M., Myers, J., Kinney, G., Sharma, D., Hecker, J..  Inadvertent Burst Suppression During Total Intravenous Anesthesia in 112 Consecutive Patients Undergoing Spinal Instrumentation Surgery: A Retrospective Observational Quality Improvement Project. J Neurosurg Anesthesiol.  2022. 34:300-305","Lele, A. V., Furman, M., Myers, J., Kinney, G., Sharma, D., Hecker, J.",Inadvertent Burst Suppression During Total Intravenous Anesthesia in 112 Consecutive Patients Undergoing Spinal Instrumentation Surgery: A Retrospective Observational Quality Improvement Project,"INTRODUCTION: The incidence and quantification of inadvertent electroencephalographic burst suppression during total intravenous anesthesia (TIVA) for spine instrumentation surgery has not previously been reported. METHODS: The primary aim of this retrospective observational quality improvement project was to establish the prevalence of burst suppression during spine instrumentation surgery with TIVA. The secondary outcome was the incidence of postoperative delirium. RESULTS: One hundred twelve consecutive patients, aged between 20 and 88 years, underwent spinal instrumentation surgery. Seventy-eight (69.6%) patients experienced inadvertent burst suppression; the maximal degree of burst suppression ratio was 20% to 100%. Median (interquartile range [IQR]) time spent in burst suppression was 44 (77) minutes, and burst suppression was present for 22% (range: 2% to 93%) of the monitoring period. Average (±SD) propofol dose was lower in patients with burst suppression (87±19 vs. 93±15 µg/kg/min, P=0.04). Ten (8.9%) patients experienced postoperative delirium. Intraoperative burst suppression was more prevalent in those that experienced delirium (100% vs. 66.7%, P=0.03, relative risk: 1.5, 95% confidence interval: 1.3-1.7). The proportion of the monitoring period spent in maximal burst suppression (15.3 [25.9]% vs.11.7 [21.7]%) was similar between those that did, and did not, experience delirium. CONCLUSIONS: High rates and prolonged periods of inadvertent burst suppression may be prevalent during spine instrumentation surgery with TIVA. Our findings suggest that usage of electroencephalography alone is incomplete without prompt interpretation and intervention, mandating close communication between neuromonitoring and anesthesia teams. The dose-response relationship between burst suppression, total time spent in maximal burst suppression, and their association with delirium warrants further evaluation.",[mass quarantine] duplicate of 16984,Search update 2023-11-13,,
17711,"Lemaitre, A. L., Herbet, G., Ng, S., Moritz-Gasser, S., Duffau, H..  Cognitive preservation following awake mapping-based neurosurgery for low-grade gliomas: A longitudinal, within-patient design study. Neuro-Oncology.  2022. 24:781-793","Lemaitre, A. L., Herbet, G., Ng, S., Moritz-Gasser, S., Duffau, H.","Cognitive preservation following awake mapping-based neurosurgery for low-grade gliomas: A longitudinal, within-patient design study","Background: Awake surgery with intraoperative electrical mapping emerged as a gold-standard approach in newly diagnosed diffuse low-grade glioma (DLGG) to optimize the extent of resection (EOR) while sparing critical brain structures. However, no study has assessed to what extent cognitive recovery occurs following awake mapping-guided neurosurgery in a large, longitudinal, and homogeneous series of DLGG. Methods: A longitudinal study on the cognitive status of 157 DLGG patients was performed. Neuropsychological assessments were done before and three months after awake mapping-based surgery. Z-scores and variations of Z-scores were computed to determine the number of patients with cognitive deficit(s) or decline. Clinical, surgical, and histopathological variables were studied to investigate factors contributing to neurocognitive outcomes. Results: Eighty-seven patients (55.4%) had preoperative cognitive impairments. Statistical analysis between the preoperative (baseline) and postoperative assessments demonstrated a significant difference in three domains (Executive, Psychomotor Speed and Attention, Verbal Episodic Memory). Eighty-six percent of patients exhibited no postoperative cognitive decline, and among them, 10% exhibited cognitive improvement. The mean EOR was 92.3%±7.8%. The EOR, postoperative volume, and tumor lateralization had a significant association with cognitive decline. No patients demonstrated permanent postoperative neurologic deficits, but 5.8% did not resume their preoperative professional activities. The 5-year survival rate was 82.2%. Conclusions: This is the largest series ever reported with systematic longitudinal neuropsychological assessment. 86% of patients demonstrated no cognitive decline despite large resections and only 5.8% did not return to work. This work supports the practice of awake surgery with cognitive mapping as safe and effective in DLGG patients. © 2021 The Author(s). Published by Oxford University Press on behalf of the Society for Neuro-Oncology. All rights reserved.",[mass quarantine] duplicate of 16414,Search update 2023-11-13,,
17712,"Lenga, P., Gülec, G., Bajwa, A. A., Issa, M., Kiening, K., Ishak, B., Unterberg, A. W..  Spinal Meningioma Surgery in Octogenarians: Functional Outcomes and Complications over a 2-Year Follow-Up Period. Medicina (Kaunas).  2022. 58:#pages#","Lenga, P., Gülec, G., Bajwa, A. A., Issa, M., Kiening, K., Ishak, B., Unterberg, A. W.",Spinal Meningioma Surgery in Octogenarians: Functional Outcomes and Complications over a 2-Year Follow-Up Period,"Background and Objectives: Population aging in industrial nations has led to an increased prevalence of benign spinal tumors, such as spinal meningiomas (SMs), in the elderly. The leading symptom of SM is local pain, and the diagnosis is confirmed after acute neurological decline. However, little is known about the optimal treatment for this frail patient group. Therefore, this study sought to assess the clinical outcome, morbidity, and mortality of octogenarians with SMs and progressive neurological decline undergoing surgery and to determine potential risk factors for complications. Materials and Methods: Electronic medical records dated between September 2005 and December 2020 from a single institution were retrieved. Data on patient demographics, neurological conditions, functional status, degree of disability, surgical characteristics, complications, hospital course, and 90-day mortality were collected. Results: Thirty patients aged ≥80 years who were diagnosed with SMs underwent posterior decompression via laminectomy and microsurgical tumor resection. The patients presented with a poor baseline history (mean CCI 8.9 ± 1.6 points). Almost all SMs were located in the thoracic spine (n = 25; 83.3%). Progressive preoperative neurological decline was observed in 21/30 (n = 21; 70%) patients with McCormick Scores (mMCS) ≥3, and their mean motor score (MS) was 85.9 ± 12.3. in the in-hospital and 90-day mortality rates were 6.7% and 10.0%, respectively. The MS (93.6 ± 8.3) and mMCS (1.8 ± 0.9) improved significantly postoperatively (p < 0.05). The unique risk factor for complications was the severity of comorbidities. Conclusions: Decompressive laminectomy and tumor removal in octogenarians with progressive neurological decline improved patient functional outcomes at discharge. Surgery seems to be the “state of the art” treatment for symptomatic SMs in elderly patients, even those with poor preoperative clinical and neurologic conditions, whenever there is an acceptable risk from an anesthesiological point of view.",[mass quarantine] duplicate of 16840,Search update 2023-11-13,,
17717,"Li, C. Q., Zhang, C., Yu, F., Li, X. Y., Wang, D. X..  The composite risk index based on frailty predicts postoperative complications in older patients recovering from elective digestive tract surgery: a retrospective cohort study. BMC Anesthesiol.  2022. 22:7","Li, C. Q., Zhang, C., Yu, F., Li, X. Y., Wang, D. X.",The composite risk index based on frailty predicts postoperative complications in older patients recovering from elective digestive tract surgery: a retrospective cohort study,"BACKGROUND: Limitations exist in available studies investigating effect of preoperative frailty on postoperative outcomes. This study was designed to analyze the association between composite risk index, an accumulation of preoperative frailty deficits, and the risk of postoperative complications in older patients recovering from elective digestive tract surgery. METHODS: This was a retrospective cohort study. Baseline and perioperative data of older patients (age ≥ 65 years) who underwent elective digestive tract surgery from January 1, 2017 to December 31, 2018 were collected. The severity of frailty was assessed with the composite risk index, a composite of frailty deficits including modified frailty index. The primary endpoint was the occurrence of postoperative complications during hospital stay. The association between the composite risk index and the risk of postoperative complications was assessed with a multivariable logistic regression model. RESULTS: A total of 923 patients were included. Of these, 27.8% (257) developed postoperative complications. Four frailty deficits, i.e., modified frailty index ≥0.27, malnutrition, hemoglobin < 90 g/L, and albumin ≤30 g/L, were combined to generate a composite risk index. Multivariable analysis showed that, when compared with patients with composite risk index of 0, the odds ratios (95% confidence intervals) were 2.408 (1.714-3.383, P <  0.001) for those with a composite risk index of 1, 3.235 (1.985-5.272, P <  0.001) for those with a composite risk index of 2, and 9.227 (3.568-23.86, P <  0.001) for those with composite risk index of 3 or above. The area under receiver-operator characteristic curve to predict postoperative complications was 0.653 (95% confidence interval 0.613-0.694, P <  0.001) for composite risk index compared with 0.622 (0.581-0.663, P <  0.001) for modified frailty index. CONCLUSION: For older patients following elective digestive tract surgery, high preoperative composite risk index, a combination of frailty deficits, was independently associated with an increased risk of postoperative complications.",[mass quarantine] duplicate of 6748,Search update 2023-11-13,,
17718,"Li, C. Q., Zhang, C., Yu, F., Ma, J. H., Li, X. Y..  Severe functional impairment increases the risk of major morbidity and mortality in older patients after digestive tract surgery: a retrospective cohort study. J Anesth.  2022. 36:464-475","Li, C. Q., Zhang, C., Yu, F., Ma, J. H., Li, X. Y.",Severe functional impairment increases the risk of major morbidity and mortality in older patients after digestive tract surgery: a retrospective cohort study,"PURPOSE: The relationship between the severity of impairment in basic activities of daily living (ADLs) function and postoperative outcomes in older surgical patients remains unclear. This study aimed to clarify the association between the severity of preoperative functional impairment and the composite postoperative outcome of major morbidity and mortality in older patients undergoing digestive tract surgery. METHODS: This was a retrospective cohort study. We collected perioperative data of older patients (age ≥ 65 years) who underwent digestive tract surgery in our institution. The severity of functional impairment was assessed using the Barthel Index scale before surgery. The major morbidity and mortality were defined as Clavien-Dindo grade III or greater postoperative complications during hospital stay. The association between the severity of functional impairment and the major morbidity and mortality was assessed using a multivariable logistic regression model. RESULTS: 131 of 1076 patients (12.2%) developed major morbidity and mortality. After controlling for confounding factors, high Barthel Index scores were correlated with decreased risk of major morbidity and mortality (OR 0.986, 95% CI 0.976-0.997, P = 0.011); preoperative severe (OR 2.862, 95% CI 1.172-6.989, P = 0.021), but not mild or moderate (OR 1.019, 95% CI 0.602-1.726, P = 0.943) functional impairment was independently associated with an increased risk of major morbidity and mortality, when compared with independent functional status. CONCLUSIONS: Preoperative severe functional impairment in basic ADLs was independently associated with a higher risk of major postoperative morbidity and mortality in older patients undergoing digestive tract surgery.",[mass quarantine] duplicate of 10943,Search update 2023-11-13,,
17721,"Li, J., Tian, Z., Qi, S., Zhang, J., Li, L., Pan, J..  Cardiovascular Response of Aged Outpatients With Systemic Diseases During Tooth Extraction: A Single-Center Retrospective Observational Study. Front Public Health.  2022. 10:938609","Li, J., Tian, Z., Qi, S., Zhang, J., Li, L., Pan, J.",Cardiovascular Response of Aged Outpatients With Systemic Diseases During Tooth Extraction: A Single-Center Retrospective Observational Study,"BACKGROUND: Aged people are maintaining many natural teeth due to improved oral health. However, compromised general health and poor oral hygiene habits at earlier ages resulted in poor status of preserved teeth. Therefore, tooth extraction is required in many aged people. More knowledge is needed because there are many risk factors during the surgery in frail aged adults. The aim of this study was to evaluate the cardiovascular response of such a population during tooth extraction and analyze risk factors to provide clinical guidance. METHODS: A retrospective study was performed on aged patients with systemic diseases who underwent tooth extraction. Data regarding demographic profiles and cardiovascular parameters of heart rate and blood pressure were collected preoperative, when local anesthesia was administered, at the beginning of tooth extraction, 5 min after tooth extraction, and postoperative. The effects of risk factors, including age, sex, and systemic diseases on these parameters were analyzed with a multilevel model. RESULTS: Heart rate (HR), systolic blood pressure (SBP), and diastolic blood pressure (DBP) of aged patients increased significantly when performing local anesthesia and tooth extraction. During the operation, the older patients (β = 2.011, P = 0.005) and the diabetics (β = 3.902, P < 0.0001) were associated with higher SBP, while those with more tooth extractions exhibited higher HR (β = 0.893, P = 0.007). Women patients showed both significantly elevated HR (β = 1.687, P < 0.0001) and SBP (β = 2.268, P < 0.0001). However, for coronary artery disease patients, HR (β = -2.747, P < 0.0001) and blood pressure [SBP (β = -4.094, P < 0.0001) and DBP (β = -0.87, P = 0.016)] were markedly lower than those of patients without a diagnosis of coronary artery disease. CONCLUSION: Cardiovascular response of aged outpatients with systemic diseases during tooth extraction is quite significant. Age, sex, systemic diseases, and the number of tooth extraction could be risk factors closely associated with cardiovascular response. The findings might provide safety guidance for dentists on tooth extraction in this population.",[mass quarantine] duplicate of 16905,Search update 2023-11-13,,
17722,"Li, J., Wang, Z., Wang, A., Wang, Z..  Clinical effects of low-dose esketamine for anaesthesia induction in the elderly: A randomized controlled trial. J Clin Pharm Ther.  2022. 47:759-766","Li, J., Wang, Z., Wang, A., Wang, Z.",Clinical effects of low-dose esketamine for anaesthesia induction in the elderly: A randomized controlled trial,"WHAT IS KNOWN AND OBJECTIVE: Esketamine is an N-methyl-D-aspartic acid (NMDA) receptor antagonist, which has stronger sedative and analgesic effects and fewer adverse events than ketamine. The effects of low-dose esketamine on haemodynamics and postoperative quality of recovery in elderly patients have not been evaluated. To evaluate whether low-dose esketamine can be safely used for anaesthesia induction in the elderly. METHODS: Eighty elderly patients were selected for unilateral total knee replacement under general anaesthesia from February 2021 to August 2021. Patients were randomly divided into two groups (n = 40): control group (C group) and esketamine group (K group). During induction of anaesthesia, the control group was intravenously injected with normal saline of equal volume, and the esketamine group was intravenously injected with 0.2-mg/kg esketamine. Both groups were induced by etomidate, sufentanil and rocuronium and maintained by combined intravenous and inhaled anaesthesia during operation. MAIN OUTCOME MEASURES: HR, SBP, DBP, MAP and BIS values were recorded before induction of anaesthesia (T(0) ), immediately before endotracheal intubation (T(1) ), 1min(T(2) ) and 5min(T(3) ) after endotracheal intubation, surgical skin incision (T(4) ), 1min(T(5) ) and 5min(T(6) ) after surgical skin incision. RESULTS: Compared with the C group, SBP, DBP, MAP, HR and BIS of the K group were significantly higher at T(1) -T(3) (p < 0.05). There were no significant differences in SBP, DBP, MAP, HR and BIS between the two groups at T(4) -T(6) (p > 0.05). Compared with T(0) , SBP, MAP and BIS values of the two groups at T(1) -T(6) were decreased (p < 0.05). DBP of the K group at T(2) was not significantly different from DBP at T(0) (p < 0.05), but DBP of the C group decreased from T(1) to T(6) (p < 0.05). Compared with T(0) , HR in both groups decreased at T(1) , T(3) , T(4) , T(5) and T(6) (p < 0.05). Compared with the C group, the incidence of cough in the K group was significantly lower (p < 0.05); There was no significant difference in the number of myoclonus during induction between the two groups (p > 0.05). Compared with the C group, the number of hypotension episodes in the K group during induction was much smaller (p < 0.05). There were no significant differences in the incidence of hypertension, bradycardia and tachycardia (p > 0.05). There were no significant differences in postoperative recovery quality and incidence of adverse events between the two groups (p > 0.05). WHAT IS NEW AND CONCLUSION: Low-dose esketamine for anaesthesia induction in the elderly undergoing knee arthroplasty may better maintain the stability of haemodynamics and has no adverse effect on the quality of early recovery after operation.",[mass quarantine] duplicate of 6729,Search update 2023-11-13,,
17725,"Li, T., Li, J., Yuan, L., Wu, J., Jiang, C., Daniels, J., Mehta, R. L., Wang, M., Yeung, J., Jackson, T., Melody, T., Jin, S., Yao, Y., Wu, J., Chen, J., Smith, F. G., Lian, Q..  Effect of Regional vs General Anesthesia on Incidence of Postoperative Delirium in Older Patients Undergoing Hip Fracture Surgery: The RAGA Randomized Trial. Jama.  2022. 327:50-58","Li, T., Li, J., Yuan, L., Wu, J., Jiang, C., Daniels, J., Mehta, R. L., Wang, M., Yeung, J., Jackson, T., Melody, T., Jin, S., Yao, Y., Wu, J., Chen, J., Smith, F. G., Lian, Q.",Effect of Regional vs General Anesthesia on Incidence of Postoperative Delirium in Older Patients Undergoing Hip Fracture Surgery: The RAGA Randomized Trial,"IMPORTANCE: In adults undergoing hip fracture surgery, regional anesthesia may reduce postoperative delirium, but there is uncertainty about its effectiveness. OBJECTIVE: To investigate, in older adults undergoing surgical repair for hip fracture, the effects of regional anesthesia on the incidence of postoperative delirium compared with general anesthesia. DESIGN, SETTING, AND PARTICIPANTS: A randomized, allocation-concealed, open-label, multicenter clinical trial of 950 patients, aged 65 years and older, with or without preexisting dementia, and a fragility hip fracture requiring surgical repair from 9 university teaching hospitals in Southeastern China. Participants were enrolled between October 2014 and September 2018; 30-day follow-up ended November 2018. INTERVENTIONS: Patients were randomized to receive either regional anesthesia (spinal, epidural, or both techniques combined with no sedation; n = 476) or general anesthesia (intravenous, inhalational, or combined anesthetic agents; n = 474). MAIN OUTCOMES AND MEASURES: Primary outcome was incidence of delirium during the first 7 postoperative days. Secondary outcomes analyzed in this article include delirium severity, duration, and subtype; postoperative pain score; length of hospitalization; 30-day all-cause mortality; and complications. RESULTS: Among 950 randomized patients (mean age, 76.5 years; 247 [26.8%] male), 941 were evaluable for the primary outcome (6 canceled surgery and 3 withdrew consent). Postoperative delirium occurred in 29 (6.2%) in the regional anesthesia group vs 24 (5.1%) in the general anesthesia group (unadjusted risk difference [RD], 1.1%; 95% CI, -1.7% to 3.8%; P = .48; unadjusted relative risk [RR], 1.2 [95% CI, 0.7 to 2.0]; P = .57]). Mean severity score of delirium was 23.0 vs 24.1, respectively (unadjusted difference, -1.1; 95% CI, -4.6 to 3.1). A single delirium episode occurred in 16 (3.4%) vs 10 (2.1%) (unadjusted RD, 1.1%; 95% CI, -1.7% to 3.9%; RR, 1.6 [95% CI, 0.7 to 3.5]). Hypoactive subtype in 11 (37.9%) vs 5 (20.8%) (RD, 11.5; 95% CI, -11.0% to 35.7%; RR, 2.2 [95% CI, 0.8 to 6.3]). Median worst pain score was 0 (IQR, 0 to 20) vs 0 (IQR, 0 to 10) (difference 0; 95% CI, 0 to 0). Median length of hospitalization was 7 days (IQR, 5 to 10) vs 7 days (IQR, 6 to 10) (difference 0; 95% CI, 0 to 0). Death occurred in 8 (1.7%) vs 4 (0.9%) (unadjusted RD, -0.8%; 95% CI, -2.2% to 0.7%; RR, 2.0 [95% CI, 0.6 to 6.5]). Adverse events were reported in 106 episodes in the regional anesthesia group and 102 in the general anesthesia group; the most frequently reported adverse events were nausea and vomiting (47 [44.3%] vs 34 [33.3%]) and postoperative hypotension (13 [12.3%] vs 10 [9.8%]). CONCLUSIONS AND RELEVANCE: In patients aged 65 years and older undergoing hip fracture surgery, regional anesthesia without sedation did not significantly reduce the incidence of postoperative delirium compared with general anesthesia. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT02213380.",duplicate of 7490,Search update 2023-11-13,"Level 1, Title abstract screening",
17726,"Li, X., Wang, G., He, Y., Wang, Z., Zhang, M..  White-Cell Derived Inflammatory Biomarkers in Prediction of Postoperative Delirium in Elderly Patients Undergoing Surgery for Lower Limb Fracture Under Non-General Anaesthesia. Clin Interv Aging.  2022. 17:383-392","Li, X., Wang, G., He, Y., Wang, Z., Zhang, M.",White-Cell Derived Inflammatory Biomarkers in Prediction of Postoperative Delirium in Elderly Patients Undergoing Surgery for Lower Limb Fracture Under Non-General Anaesthesia,"PURPOSE: The aim of this study was to investigate whether white-cell derived biomarkers could serve as potential markers in prediction of postoperative delirium (POD) after lower limb fracture. PATIENTS AND METHODS: Elderly patients with surgery for lower limb fracture under non-general anaesthesia were included. Neutrophil-to-lymphocyte ratio (NLR), platelet-to-lymphocyte ratio (PLR) and platelet-to-white cell ratio (PWR), which were most recently measured preceding surgery and measured within 24h after surgery, were calculated. Delirium was measured with Confusion Assessment Method (CAM) once daily from preoperative day 1 to postoperative day 3 or hospital discharge. RESULTS: The incidence of POD was 32.6% (60/184). Between patients with and those without POD, there were significant differences in preoperative hematological biomarkers (neutrophil count, lymphocyte count, NLR and PWR) and postoperative hematological biomarkers (white cell count, neutrophil count, lymphocyte count, NLR, PLR and PWR). More obvious changes before and after operation for NLR, PLR and C-reactive protein (CRP) were found in patients with POD. Multivariate logistic regression showed that benzodiazepines (OR, 7.912; 95% CI, 1.884-33.230; p = 0.005), change of CRP (OR, 1.017; 95% CI, 1.007-1.027; p = 0.001) and postoperative NLR (OR, 1.358; 95% CI, 1.012-1.823; p = 0.041) were associated with POD. When the changes of NLR, PLR and PWR entered multivariate logistic regression, older age (OR, 1.073; 95% CI, 1.001-1.149; p = 0.046), benzodiazepines (OR, 6.811; 95% CI, 1.652-28.081; p = 0.008), greater change of CRP (OR, 1.015; 95% CI, 1.006-1.023; p = 0.001) and greater change of NLR (OR, 1.266; 95% CI, 1.035-1.549; p = 0.022) were associated with increased risk of POD. Postoperative NLR had high accuracy to predict POD with area under curve (AUC) of 0.790 (95% CI 0.708 to 0.872). CONCLUSION: Age, benzodiazepines, postoperative NLR, change of NLR and change of CRP were independent predictable markers for POD in elderly patients undergoing surgery for lower limb fracture under non-general anaesthesia. Early postoperative NLR may help to recognize POD as soon as possible.",[mass quarantine] duplicate of 7883,Search update 2023-11-13,,
17729,"Liang, Y., Xin, X., Wang, H., Hua, W., Wu, Y., Wang, X., Li, P., Zhou, T., Wang, H..  A novel predictive strategy for the incidence of postoperative neurocognitive dysfunction in elderly patients with mild cognitive impairment. Frontiers in Aging Neuroscience.  2022. 14:#pages#","Liang, Y., Xin, X., Wang, H., Hua, W., Wu, Y., Wang, X., Li, P., Zhou, T., Wang, H.",A novel predictive strategy for the incidence of postoperative neurocognitive dysfunction in elderly patients with mild cognitive impairment,"Objective: Preoperative levels of cognition-related biomarkers and intraoperative cerebral ischemia and hypoxia might cause postoperative neurocognitive dysfunction (PND). The aim of this study was to evaluate the predictive ability of preoperative plasma biomarkers along with cerebral oxygen saturation (SctO2) for the incidence of PND in elderly patients with mild cognitive impairment (MCI). Methods: A total of 210 patients aged 65–80 years undergoing spinal surgery were randomly assigned to three groups (n = 70 each): propofol, sevoflurane, and propofol/sevoflurane as anesthesia maintenance protocols. Propofol was administrated target-controlled infusion of 4 μg/ml (group P), the minimum alveolar concentration (MAC) of inhalation anesthetic sevoflurane was 1.3 (group S), and propofol was injected with a target-controlled plasma concentration of 1.2 μg/ml, accompanied by sevoflurane inhalation 0.7 MAC (group PS). Cognitive function was evaluated 1 day preoperatively and on the 7th day postoperatively. Preoperative levels of amyloidβ-40 (Aβ-40), Aβ-42, total tau protein (T-tau), phosphorylated tau protein (P-tau), and triggering receptors on myeloid cells-2 (TREM2) were investigated. SctO2 was monitored intraoperatively. Results: Aβ-42 had the strongest significant correlation with preoperative MoCA score. The value of Aβ-42 associated with a high risk of PND was 28.34 pg/ml, and the area under the curve (AUC) was predicted to be 0.711. When the preoperative level of Aβ-42 was 28.34 pg/ml, SctO2max% was 9.92%. The AUC was predicted to be 0.872, and the sensitivity and specificity were 0.833 and 0.841, respectively. Conclusion: Under the conditions of preoperative Aβ-42 less than 28.34 pg/ml, the intraoperative fluctuation range of cerebral oxygen saturation should be maintained within 9.92% to reduce the occurrence of PND in geriatric patients with MCI.",[mass quarantine] duplicate of 16726,Search update 2023-11-13,,
17730,"Lidoriki, I., Mylonas, K. S., Syllaios, A., Vergadis, C., Stratigopoulou, P., Marinos, G., Mastoraki, A., Karavokyros, I., Schizas, D..  The Impact of Nutritional and Functional Status on Postoperative Outcomes following Esophageal Cancer Surgery. Nutr Cancer.  2022. 74:2846-2858","Lidoriki, I., Mylonas, K. S., Syllaios, A., Vergadis, C., Stratigopoulou, P., Marinos, G., Mastoraki, A., Karavokyros, I., Schizas, D.",The Impact of Nutritional and Functional Status on Postoperative Outcomes following Esophageal Cancer Surgery,"Malnourished patients undergoing esophagectomy have increased risk of postoperative complications. The aim of the current study was to identify nutritional and functional risk factors for postoperative complications in patients with esophageal and gastroesophageal junction cancer who underwent esophagectomy. Seventy patients who were admitted at the First Department of Surgery, Laikon General Hospital, Athens, Greece, were included in this study. Laboratory data and data regarding nutritional and functional status were recorded preoperatively. Postoperative complications were graded according to Clavien-Dindo classification. Thirty-seven patients (52.9%) developed postoperative complications. Albumin and Geriatric Nutritional Risk Index (GNRI) levels were lower in patients who developed major complications compared to patients who did not develop postoperative complications (3.90 ± 0.44 vs 4.18 ± 0.37 g/dL, p = 0.014 and 107.40 ± 15.76 vs 114.98 ± 12.26, p = 0.050 respectively). Major complications were associated with higher percentage of weight loss (12.1 ± 11.1 vs 6.2 ± 7.5%, p = 0.019) and with low handgrip strength (80 vs 16.9%, p = 0.006). Albumin (3.93 ± 0.18 vs 4.15 ± 0.41 g/dL, p = 0.019) and low muscle mass (22.6 vs 2.8%, p = 0.016) were significantly associated with anastomotic leakage occurence. The incorporation of patients' nutritional and functional status in the preoperative risk assessment might increase prognostic ability concerning postoperative complications of patients undergoing esophagectomy.",[mass quarantine] duplicate of 11641,Search update 2023-11-13,,
